,comments,Positive,Neutral,Negative,Compound
44,Friendly staff to knows her furniture and other related details well. Clearly experienced and I was able to make a better informed decision on my purchases. Thanks Shirley!,0.4896666666666667,0.5103333333333333,0.0,0.6073333333333333
45,"Friendly staff, bought a bed here to be delivered later",0.286,0.714,0.0,0.4939
46,"Friendly staff, bought our sofa here",0.39,0.61,0.0,0.4939
47,"Friendly staff, nice display, reasonable price 👍",0.6,0.4,0.0,0.7184
48,Friendly staff. But u must know what you're looking for.,0.381,0.619,0.0,0.24695
49,Furniture at reasonable pricing,0.0,1.0,0.0,0.0
50,Furniture design more modern as compared to some traditional furniture centers.,0.0,1.0,0.0,0.0
51,Furniture showroom,0.0,1.0,0.0,0.0
52,Furniture under one roof.,0.0,1.0,0.0,0.0
53,"Furnitures design wasn't as much of choice, there is 3 storeys in the building holding different brands and concept. Level two was more suitable to my liking under Mondi brand. I visited there bcos just aft of mrt exit at labrador, convenient and easy with such hot weather without transport.",0.11733333333333333,0.8826666666666667,0.0,0.28076666666666666
54,Glad that you are happy with our products :) Thank you for your review!,0.555,0.445,0.0,0.9098
55,Good,1.0,0.0,0.0,0.3612
56,Good experience in here with one of the male in charge person here. Help us for the viewing and introduce us with what we need. Most important thing is giving us advise with what we oversight it. Forgot get his name but definitely will go back look for him to make a purchase.,0.22025,0.7797499999999999,0.0,0.463575
57,Good layout,0.714,0.286,0.0,0.3612
58,Good place to drop by for the weekend . Has a few levels,0.118,0.7829999999999999,0.099,0.05135
59,Good range of products and prices to suit all budgets. Helpful staff.,0.477,0.523,0.0,0.39135
60,Good range of sofa which suited our taste,0.263,0.737,0.0,0.3612
61,Good sales and after sales service from sales lady. However the quality of the furnitures are extremely disappointing considering its reputation. Sofa came in with issues ranging from slanted leg to unfurnished legs which was swapped out (3 …,0.07933333333333333,0.8403333333333334,0.08033333333333333,-0.06003333333333333
62,Good selection,0.714,0.286,0.0,0.3612
63,"Good selection of beds,
Sofas are OK,

Check for Jasmine there,she got wonderful product knowledge and good in deals matching.",0.421,0.579,0.0,0.8918
64,Good selection of modern design furnitures. Staff are friendly.,0.474,0.526,0.0,0.42755
65,Good selection of modern design furniture's. Staff are friendly.,0.474,0.526,0.0,0.42755
66,Good selection.,0.714,0.286,0.0,0.3612
67,Good service but pricey tags on items sold,0.2,0.8,0.0,0.1901
68,"Good service, good quality.
GETHA is the best of the best latex mattress. My first GETHA mattress already use 8 years but still in good condition. Currently I buy 2nd GETHA mattress & ask my friend must buy this brand mattress.",0.4245,0.5755,0.0,0.616025
69,Good service. Very responsive and patient to answer question. Thanks,0.6773333333333333,0.32266666666666666,0.0,0.40723333333333334
70,Good services,0.714,0.286,0.0,0.3612
71,Good store but one in IMM has a more friendly and attentive staff. This one has more space and keeps stuff from star living and Mondi Lifestyle across the shop.,0.197,0.8029999999999999,0.0,0.3786
72,Good stuffs there.,0.556,0.444,0.0,0.3612
73,Good variety of furniture to choose from. There are other furniture shops around so it's a good place to shop for your home,0.22999999999999998,0.77,0.0,0.38925
74,"Good, prices are cheap and affordable. Furnitures are good too",0.394,0.6060000000000001,0.0,0.3612
75,"Great choice of merchandise. And I was served by Leon Baey, a very helpful guy. Btw, this was at the IMM store, not the Tampines one. Sorry about the mixup. I’ve never even been to the one in Tampines.",0.1712,0.7684,0.060399999999999995,0.20462
76,Great customer service. Was served by francis. 👍🏻👍🏻,0.224,0.776,0.0,0.2083
77,Great place to shop for furniture,0.451,0.549,0.0,0.6249
78,Great place to shop for your furniture,0.406,0.594,0.0,0.6249
79,Great sales attitude.. Wide variety of products..,0.336,0.664,0.0,0.31245
80,Great service and convenient location!,0.523,0.477,0.0,0.6588
81,"Great service provided by Smindy.
She was very attentive and patiently attended to our queries and needs.",0.253,0.747,0.0,0.31245
82,Great shop for furniture. Very good selection and helpful staff.,0.58,0.42,0.0,0.6525000000000001
83,Had a great experience with our purchase. Jasmine was very helpful to search for the dining table set that we want and able to advise us on how to have the perfect matching. She has also helped to follow up with the delivery service. A great staff that Star Living@Sungei Kadut is having!,0.27425,0.72575,0.0,0.519925
84,"Had a great time here shopping for sofa. Many thanks to the Sales Executive, Ms Smindy Wong! She is such a sincere, friendly and humorous person that makes us feel comfortable with her. :)",0.55225,0.44775,0.0,0.618
85,Had a very good experience at Star Living @ Labrador thanks to Mr Marverik Chai. We were looking for furniture for my parents and he patiently showed us all the available options. He gave us one of our best shopping experiences. We ended up purchasing a reclining sofa and armchair. Very happy with purchase and delivery/setup.,0.2258,0.7742,0.0,0.38770000000000004
86,"Hard to reach area, pouring rain. Went in no one serve perhaps I'm only wearing a branded slipper and my family is expatriates. Chose a item. The staffs is just a processor. No sales talk no freebies. Fixed price. Took out a list telling me …",0.06757142857142857,0.8148571428571428,0.11728571428571428,-0.07518571428571429
87,has got a good variety of furniture. Designs are nice too,0.40800000000000003,0.5920000000000001,0.0,0.39135
88,Have a good shopping experience here attended by James. He is patient and very knowledgeable. Able to give us advices and tips. Overall a good experience.  Worth to come for a trip.,0.22820000000000001,0.7718,0.0,0.18974000000000002
89,"Have an awesome shopping experience at sungei kadut star living. The staff, Maverick, he's super friendly and willing to help. He suggested accordingly to all my request even lend a helping hand to go for extra mile. Really appreciate so much for his service. Really thumbs up for such great services! 👍👍",0.32166666666666666,0.6783333333333333,0.0,0.5449833333333334
90,Helpful staff. A good place for furniture hunting,0.5609999999999999,0.439,0.0,0.39135
91,"Hi Ben, we apologise for the poor experience you had with us. As per our investigation, there seems to be a miscommunication between us. For your kind information, do note that our Jack-N Coffee Table comes with a rotatable drawer on one side and a fixed panel on the other side, hence it requires some allowance for the rotation mechanism to be smooth, which explain the slight slant. In fact, we have been selling this model for quite some time and all customers are able to accept it. Hence, we regret to inform you that we are unable to let you exchange for free as the slight difference in table height is not a product defect. However, should you decide to exchange for another model at a surcharge, do let us know and we will be happy to assist you :)",0.127,0.8256666666666667,0.04733333333333333,0.32015
92,"Hi Eldad, thank you for taking the time to write us a review. We are sorry to hear about the poor experience you had with us.

We have investigated your case. Your sofa has been delivered for 3mths before we receive your first complaint. We have been responsive and have done our best to expedite the repair from the usual 8 weeks down to 1 week, despite currently operating at limited capacity due to COVID-19.

Yesterday, 8 June 2020, we delivered the repaired sofa to you, however it has been rejected due to the uneven foam & you have requested for a refund instead. We regret to inform that as the sofa you bought was a display piece cleared at 20% discount as-is condition, hence it will not be valid for exchange, cancellation or refund as agreed upon purchase.

However, we would still like to make this right for you and have brought the sofa back to service again, we will expedite on this again.

We hope you can see that we are already doing our best for you and we hope you can reconsider and accept the sofa after the 2nd servicing.

Thank you.",0.16219999999999998,0.769,0.0688,0.12852000000000002
93,"Hi George, first and foremost, we would like to apologize for your series of poor experiences with us.

Understand that our delivery team only managed to reach your premise last night at around 11:25pm despite the agreed timing of 7-9pm, we sincerely would like to apologize for that. We seek your kind understanding that we are in our peak season now due to CNY and have been delivering till late night everyday, even to wee hours. Nevertheless, the lack of update from our delivery team on the delay after 9pm is definitely our wrongdoing, and we apologise for that on their behalf.

At the same time, we noted that you have tried to call our Tampines showroom last night to check on the delivery status and it was our sales staff TC Tan who has answered your call. We understood from him that the line was cut off a few times due to poor signal & technical issues, and he did not assist to check with our delivery team on the status of your delivery due to shop closing. This is indeed poor service and very unprofessional, rest assure that we will not tolerate that and a stern warning has been served to TC Tan.

Once again, we apologize for all the inconvenience that we have caused and thank you for your patience and understanding. Your valuable feedback matters to us and rest assure that we will definitely share with our delivery team & TC Tan to improve on it.

Understand that there is no further issue after the installation yesterday, hence we would like to close this case on our end. Should there be any issue pertaining to product, do feel free to contact us at 6269-2022 or customercare@sg.starintlgroup.com.

Hereby wishing you & family a happy & prosperous CNY, stay safe!",0.19558333333333333,0.7265833333333334,0.07783333333333334,0.20055
94,"Hi Rachel, thank you for your review. We are really glad that you have enjoyed your time with us and especially so with our Sales Staff - Andrew. We will definitely share it with him and our Management. Thank you 😊",0.414,0.586,0.0,0.521575
95,"Hi Rui Fa Lin, thank you for taking the time to write us a review. We're sorry to hear about your experience with us. Regret to inform that as of now, we do not have any tie ups or regular contractors that we work with with regards to such wet works, hence we are not able to provide any suitable recommendations. We seek your kind understanding in this matter. Thank you.",0.261,0.6966,0.0424,0.15396
96,"Hi Wilma, thank you for taking the time to write us a review. We are sorry to hear about the poor experience you had with our Hercules Chair. We have checked your record, your Chairs have actually been delivered 22 months ago.

For your kind information, our Hercules Chair is made of PU (a synthetic leather) and not genuine leather. Do note that PU is an eco-friendly material with a nice soft touch, hence is less resistant to stress and may peel over time. Furthermore, peeling may occur due to many reasons, such as usage, environment (eg humidity, direct sunlight), wear and tear etc. But generally with proper care, PU products should be able to last 2-3 years minimally.

Usually, we will still be able to provide reupholstery at a fee for on-going models even as long as more than 5 years. Unfortunately, Hercules Dining Chair has been discontinued by the factory itself; hence we regret to inform that we will not be able to repair it & we seek your understanding in this matter.

Understand that our sales staff has already contacted you to propose some resolutions, hence we will proceed to close this loop on our end.

Once again, we apologise for the inconveniences caused and we thank you for selecting Star Living (LUCANO) as your preferred retailer. We sincerely look forward to be at your service again.",0.09208333333333334,0.8356666666666667,0.07225,0.014833333333333339
97,"Hi Wilma, thank you for taking the time to write us a review. We are sorry to hear about the poor experience you had with our Hercules Chair. We have checked your record, your Chairs have actually been delivered 22 months ago.

For your kind information, our Hercules Chair is made of PU (a synthetic leather) and not genuine leather. Do note that PU is an eco-friendly material with a nice soft touch, hence is less resistant to stress and may peel over time. Furthermore, peeling may occur due to many reasons, such as usage, environment (eg humidity, direct sunlight), wear and tear etc. But generally with proper care, PU products should be able to last 2-3 years minimally.

Usually, we will still be able to provide reupholstery at a fee for on-going models even as long as more than 5 years. Unfortunately, Hercules Dining Chair has been discontinued by the factory itself; hence we regret to inform that we will not be able to repair it & we seek your understanding in this matter.

Understand that our sales staff has already contacted you to propose some resolutions, hence we will proceed to close this loop on our end.

Once again, we apologise for the inconveniences caused and we thank you for selecting Star Living (LUCANO) as your preferred retailer. We sincerely look forward to be at your service again.",0.09208333333333334,0.8356666666666667,0.07225,0.014833333333333339
98,Home Furnishings n accessories mid range prices. Varied n quite variety of designs go all tastes. Staff are helpful n patient with good knowledge especially Manager Joseph. Bookings can be made with deposits payable n delivery prearranged …,0.0995,0.9005,0.0,0.16215
99,"I had been searching around for my new house furniture, glad that i went to Star Living and met promoter - Ms Jasmin she is very polite, patient and explain to me in super details. I had purchased all my furniture through her recommendation …",0.0935,0.9065,0.0,0.39225
100,"i had made purchase of 2 dining table with 8 chairs (invoice 1731075 and 1731077) in Jan 19, delivery on 22 Apr mon 2pm.

We made multiple calls in Apr 19.

My wife call starliving tampines branch again on 15 Apr 19 and was told the …",0.0,1.0,0.0,0.0
101,"I have not buy anything yet. But I am damn well impress with the staff (Li Quan) service that willing to give and objective opinions, giving the negative and positive side of the product.
Will be back again once I already get the exact measurement and settle on what I want to do.",0.12033333333333332,0.8240000000000001,0.05566666666666667,0.21153333333333335
102,I love the animal stools here. Bought 2 for the house. Awesome 👍,0.48133333333333334,0.5186666666666667,0.0,0.37293333333333334
103,I received excellent service from Alson at Star Living Tampines. He was very patient with my enquiries and updated me along the way till delivery was made. Keep up the good work Alson.Will definitely recommend Star Living to my family and friends,0.2703333333333333,0.7296666666666667,0.0,0.4802666666666667
104,I was served by Shukor and Shirley. They were patient and friendly. Thanks guys👍👍👍👍👍,0.396,0.604,0.0,0.31143333333333334
105,"I would give no stars if I could. Staff are only friendly until purchase is made. Once the receive payment, you can forget about getting any decent service. Delivery guy was extremely rude and didn't come during the timing that they had …",0.0785,0.75775,0.16375,-0.13447499999999998
106,iam 5 years  ready  working  here.this place is very good  for  furniture  sealing,0.346,0.654,0.0,0.6478
107,"If not for Corin and her colleagues at the Tampines outlet our family trip to Space@Tampines would've been a wasted 2 hours two-way trip from the West.

The few other shops that were open were disappointing. Understaffed with uninspiring …",0.0,0.8653333333333333,0.13466666666666666,-0.32926666666666665
108,It was a great exp shopping at the shop. The staff miss sharon was friendly and full of knowledge especially about cabinets. Simply love it,0.39566666666666667,0.5706666666666667,0.03366666666666667,0.5002
109,It was a wonderful experience. Jasmine was super sweet and helpful. Furniture is great too,0.631,0.369,0.0,0.6875333333333333
110,"It was awesome walking inside and Ms Jasmine was good as she had a very good knowledge of the furniture.  All the best
Thanks",0.5715,0.4285,0.0,0.8203
111,"James served me during my visit. Was very helpful and attentive, provided good suggestions.",0.241,0.759,0.0,0.34005
112,James was experienced and efficient and help me make a good decision about the Lucano sofa I purchased.,0.381,0.619,0.0,0.7906
113,"James was very efficient and consultative with both myself and my property agent, helping me to find furniture that was suited to my apartment layout/size and budget. The viewing was swift, effective and overall the whole process was very …",0.252,0.748,0.0,0.6236
114,"Jasmine and Elynn are such wonderful ladies. Friendly and the best sales service ever!!
They went all out to assist my husband and I.
Excellence service.",0.45,0.55,0.0,0.5090749999999999
115,Jasmine did a very good service. She recommend based on our requirements.,0.372,0.628,0.0,0.39065
116,Jasmine Lau had provided excellent service. Good job!,0.5805,0.4195,0.0,0.4959
117,Jimmy was very helpful and was not a pushy salesman at all. Affordable prices for Scandinavian-like furniture and high quality leather couches. Would highly recommend!,0.32,0.68,0.0,0.3581
118,Just make my purchases here and I’m very very pleased with the service provided by Mr Alson Tan. He’s indeed a “STAR” salesperson! 👍👍👍,0.05666666666666667,0.9433333333333334,0.0,0.17930000000000001
119,"Knowledgeable and understand customer’s needs, thumb up for professionalism shown by Rochelle. 👍",0.0,0.5,0.0,0.0
120,"Large furniture mall with many different retailers offering a large variety of furniture types, be it traditional marble from Poly-art to more contemporary styling from Novena, also something for those looking for wood furniture.",0.0,1.0,0.0,0.0
121,Large selection of so so furniture at average prices. They offer entry to a bit of style for those with a limited budget. Furniture quality isn't great but will do the job.,0.0,0.8803333333333333,0.11966666666666666,-0.1701
122,Large variety of reasonably priced furniture with good service and free delivery for purchases above $500.,0.293,0.707,0.0,0.7003
123,Liked this place for their good range of reasonably priced products.,0.371,0.629,0.0,0.6486
124,Looking nice quality good  very cheap 👌👍price,0.515,0.485,0.0,0.6486
125,"Looks promising, reasonably priced furniture (those in the main building not Zen or Jotter Goods next door since those are premium pieces). Definitely can give IKEA a run for its money. We spotted a couple of potentials but we haven't bought yet, will update score / review once we have tried out their products.",0.13066666666666668,0.8693333333333333,0.0,0.2679333333333333
126,Lot of furniture,0.0,1.0,0.0,0.0
127,"Managed to buy my dining bench with backrest (joker bench in grey with matt black powder coated legs) and also 2 dining chairs with backrest, seat deep enough for me to sit cross legged on (pigeon dining chair) for $483! Good quality and …",0.29700000000000004,0.703,0.0,0.2436
128,Many choices.  😊,0.0,0.5,0.0,0.0
129,many gd bargains~!,0.0,1.0,0.0,0.0
130,"Many items to view and the sales people are friendly, comfortable, and good knowledge on the products.",0.391,0.609,0.0,0.8402
131,"Mondi Sofa cheap quality. I only used for 1 years plus, the cushion and out layer worn out.",0.0,0.9165,0.0835,-0.148
132,More on sofa & dinning sets. Reasonable price.,0.0,1.0,0.0,0.0
133,"Ms Jasmine Lau from Star Living patiently serves us choose the furnitures that can match our living area. She has very good product knowledge and can easily recommend us the things that we need. Impressive, friendly service...good job Jasmine 👍👍👍👍👍",0.3303333333333333,0.6696666666666666,0.0,0.5097333333333334
134,My favourite. Enough said.,0.0,1.0,0.0,0.0
135,"My husband and I would like to give our biggest compliments to Doris C. from Tampines outlet who impressed us with her excellent customer service today.

We wanted a dining table with mismatched chairs and spent a lot of time mixing and …",0.182,0.8180000000000001,0.0,0.45005
136,My sofa was delay due to the shortage of space and containers around the region which is understandable..James from Labrador have help us monitor and even manage to arrange quick delivery once sofa reach warehouse. Most of my funiture are from star living and I would say quality and after service are good.,0.116,0.829,0.055,0.11660000000000001
137,"My wife and I were looking for sofa and decided to go in and take a look. We were served by an elderly man (Jeffrey) who was very patient with us.

The range isn't huge compared to most other places but my wife saw a sofa which she really …",0.0,0.9716666666666667,0.028333333333333335,-0.04106666666666667
138,Nice,1.0,0.0,0.0,0.4215
139,Nice furniture,0.737,0.263,0.0,0.4215
140,Nice furnitures at affordable prices,0.412,0.588,0.0,0.4215
141,Nice place at decent prices. Free parking too.,0.5175,0.4825,0.0,0.46605
142,Nice place to look at beds but the staff are weird,0.147,0.695,0.158,-0.0387
143,Nice place to look for interesting finds. Was pleasantly surprised to chance upon this store offering an ecletic mix of furniture as it is tucked away neatly in a corner opposite ARC. Been wondering why we have not visited earlier!,0.2813333333333333,0.7186666666666667,0.0,0.4943666666666667
144,Nice range of furniture... staff not that friendly..... price ranges,0.237,0.763,0.0,0.4215
145,Nice selection of furniture and themes,0.359,0.641,0.0,0.4215
146,Nice showroom to carry different in house brand of furniture. Serve by patient and knowledgeable sales manager Mr James. Thanks you.,0.327,0.673,0.0,0.2873
147,Not good,0.0,0.322,0.678,-0.2755
148,Not many choices but the quality of furniture got standard.,0.0,1.0,0.0,0.0
149,Nothing much unless you are looking for something there,0.0,1.0,0.0,0.0
150,Nothing much you can't find at their showroom at IMM. Prices are similar.  No point going all the way to the warehouse location which is out of the way.,0.0,0.9573333333333334,0.042666666666666665,-0.09866666666666667
151,"Novena and Star Living is vy quiet now during these Covid season, along whole stretch only my car park alone there. BUT...!!!! Let me tell you.... Inside they are many & many furnitures on display for super sale which they are now not on advertisement. GRAP & GO now....!",0.0374,0.9444,0.0182,0.06988000000000001
152,"One of the worst furniture shops. Chairs and tables are uncomfortable, leather sofas tear within a year.",0.0,0.6625000000000001,0.3375,-0.50335
153,One stop furniture mall with different brands.,0.0,0.732,0.268,-0.296
154,"Ordered bed frames and tables
Sales person TC HAS helped to find suitable items
He is the best person to see
Thanks for support TC",0.308,0.692,0.0,0.8689
155,"Ordered multiple sets of furniture. Products from Malaysia were good with good quality, BUT products from China (they said  OEM and not manufactured by Starliving, but they sell without any notice to customers) were NOT in good quality have …",0.0895,0.9105,0.0,0.3478
156,"Passable products range and mix. Auntie sales staffs more enthusiastic and knowledgeable than their next door competitors.

Intent on just browsing but ended up buying a sofa set, study table,  chair and side table.  Too bad for Vhive.  Cheers for Corrine.",0.1698,0.7226,0.1076,0.09514
157,Poor service,0.0,0.244,0.756,-0.4767
158,"Potential consumers please be cognisant of the poor after sales service . I've recently bought a coffee table at their store but later found out that the top was slanted . Upon contacting them , the request for an exchange for another item was consistently declined. Highly unjustified and extremely disappointed.",0.07025,0.76125,0.1685,-0.10797499999999999
159,Pretty good place. All fixed price which is good.,0.592,0.40800000000000003,0.0,0.526
160,Pretty well stocked but seems a little pricer than the other shops.,0.289,0.711,0.0,0.3919
161,"Products are good looking and price friendly but if you are in a hurry, don't go to Star Living Sungei Kadut at 3pm for cash and carry goods. The staff at the goods retrieval section NEED a coffee break at 3pm. They will only retrieve the …",0.044333333333333336,0.9556666666666667,0.0,0.14366666666666666
162,Quality furniture.. Great service.. Prices is reasonable,0.406,0.594,0.0,0.6249
163,Quality furnitures but the shop layout is not ergonomic.,0.0,1.0,0.0,0.0
164,Quality n awesome furniture,0.672,0.328,0.0,0.6249
165,Quiet outlet where I can take my time to test the furnitures. Prices are competitive and quality of products are pretty good. If you are hunting for furniture make sure you don't give this a miss,0.22233333333333333,0.739,0.03866666666666667,0.2970666666666667
166,"Quite a good variety of quality living & dining room furnitures, as well as bed frames & mattresses. Love the home accessories as well. Staff were all friendly and helpful.",0.481,0.519,0.0,0.6551333333333333
167,"Range of furnishings available but not TOP quality, nevertheless affordable n befitting the price range. Staff are helpful and stock is usually obtainable if low waiting time. Some of the designs are unique n quite fashionable. Good range of decor also available n there are many outlets all over SG.",0.09,0.83175,0.07824999999999999,0.034225000000000005
168,Reasonable furnishings,0.0,1.0,0.0,0.0
169,Reasonable priced furniture.,0.0,1.0,0.0,0.0
170,Reasonable pricing,0.0,1.0,0.0,0.0
171,Relatively new building. Helpful staffs. 👍🏼 but location alittle inaccessible.,0.24566666666666667,0.7543333333333333,0.0,0.14049999999999999
172,"Rochelle  at AMK  northstar was very understanding and supportive.. she explained everything in detail.
Is an asset.
Sanjeev",0.18533333333333335,0.8146666666666667,0.0,0.12040000000000001
173,Sales executive Smindy with Professional skill and advise.,0.0,1.0,0.0,0.0
174,Sales staff very polite and patient. Furniture price is very reasonable and modern.,0.0,1.0,0.0,0.0
175,"Sales team not at all keen to sell their products, have to call them again and again for the queries.",0.0,0.9,0.1,-0.2755
176,"Sales, staff were kind and friendly",0.623,0.377,0.0,0.765
177,"Salesman Alson very friendly, polite and good service.",0.5,0.5,0.0,0.7178
178,"Salesman name Joseph, Good service and patient with explanation, sharing and advice. Thumbs up!!👍🏻👍🏻👍🏻",0.11533333333333333,0.8846666666666667,0.0,0.21619999999999998
179,salesman was bad in attitude,0.0,0.533,0.467,-0.5423
180,Salesperson not approaching .....stepped in more than 5 mins b4 a young guy approach to help ...2 of them just don't care as if I'm invincible.....bad service ....not keen to serve,0.154,0.769,0.078,0.3761
181,Senior Store Manager Jason answered all our enquiries patiently and was very knowledgeable on the products on display and courteous throughout! A True 5-Star service.,0.3675,0.6325,0.0,0.48885
182,Service is good and reliable,0.385,0.615,0.0,0.3612
183,Service is good and staff is attentive to details.,0.238,0.762,0.0,0.3612
184,Service staff were patient and assisted us in choosing our table.,0.0,1.0,0.0,0.0
185,"Services provided by Ms Smindy is exemplary, that I will not hesitate to recommend my friends to commit their next purchase at Star Living.  My sincere appreciation to the efforts rendered.",0.3985,0.5640000000000001,0.0375,0.6656500000000001
186,Sharon customer service is exemplary. Good job to Star Living.,0.1925,0.8075,0.0,0.1806
187,Sharon is very patience with us taking our time to discuss and think and to make decision. She will give suggestions but not pushy. We are happy with her service!,0.23800000000000002,0.762,0.0,0.3040333333333334
188,Shirley is very helpful. Love her service! :),0.7146666666666667,0.2853333333333333,0.0,0.4917666666666667
189,"Shirley Tan has given me a very wonderful customer experience, she is extremely patient and friendly. Thanks!",0.6825,0.3175,0.0,0.65405
